Gene	Base_Score	Split_Score	Gini_Score	Cutoff_Age	Count	P_Value	P_Adj	Up_Down
Mmp17	0.2436	0.20921052631578946	0.03438947368421055	18.5	21	0.06926449999999995	0.4423997263531984	Down
Trex1	0.2016	0.174375	0.027225	19.5	14	0.06710450000000001	0.4423997263531984	Down
Gm49354	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Myl1	0.1056	0.09159722222222222	0.01400277777777778	19.5	6	0.06859349999999997	0.4423997263531984	Down
Ubald2	0.25	0.2149122807017544	0.03508771929824561	18.5	25	0.06401449999999997	0.4423997263531984	Down
Map9	0.2176	0.18933786078098472	0.02826213921901527	21.0	34	0.06947349999999997	0.4423997263531984	Down
Coil	0.2176	0.1875205254515599	0.030079474548440094	23.5	16	0.06488450000000001	0.4423997263531984	Down
Egfl6	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Znrf2	0.24840000000000004	0.2155952380952381	0.03280476190476195	42.0	23	0.06937349999999998	0.4423997263531984	Up
Zfp735	0.2176	0.1875205254515599	0.030079474548440094	23.5	16	0.06488450000000001	0.4423997263531984	Down
Ckb-ps1	0.2176	0.19009523809523807	0.02750476190476192	31.5	16	0.06926949999999998	0.4423997263531984	Down
Vcan	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Ehd1	0.25	0.2149122807017544	0.03508771929824561	18.5	25	0.06401449999999997	0.4423997263531984	Down
Gm15694	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Gm15429	0.1056	0.09159722222222222	0.01400277777777778	19.5	6	0.06859349999999997	0.4423997263531984	Down
Zranb3	0.2356	0.2039024390243903	0.03169756097560972	37.5	19	0.06415550000000003	0.4423997263531984	Down
Bms1	0.24840000000000004	0.2155952380952381	0.03280476190476195	17.5	23	0.06937349999999998	0.4423997263531984	Down
Pes1	0.2436	0.20921052631578946	0.03438947368421055	18.5	21	0.06926449999999995	0.4423997263531984	Down
Wdr36	0.25	0.21561969439728354	0.03438030560271646	21.0	25	0.06862749999999995	0.4423997263531984	Down
Gm14542	0.1716	0.14942307692307694	0.022176923076923066	24.5	11	0.06771950000000004	0.4423997263531984	Down
Rtkn	0.2356	0.20536502546689306	0.030234974533106945	21.0	31	0.06952049999999999	0.4423997263531984	Down
Tmem144	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Trpm7	0.2016	0.176	0.02560000000000001	25.5	36	0.0668645	0.4423997263531984	Down
Gm6988	0.1824	0.15771428571428572	0.024685714285714283	31.5	12	0.06851149999999995	0.4423997263531984	Down
Zbtb34	0.1716	0.14942307692307694	0.022176923076923066	24.5	11	0.06771950000000004	0.4423997263531984	Down
2310057M21Rik	0.2356	0.20536502546689306	0.030234974533106945	21.0	31	0.06952049999999999	0.4423997263531984	Down
Rinl	0.1056	0.09159722222222222	0.01400277777777778	19.5	6	0.06859349999999997	0.4423997263531984	Down
Mfap3	0.25	0.2149122807017544	0.03508771929824561	35.0	25	0.06401449999999997	0.4423997263531984	Down
Elk1	0.24840000000000004	0.2155952380952381	0.03280476190476195	17.5	23	0.06937349999999998	0.4423997263531984	Down
Pde6h	0.24640000000000004	0.21084415584415583	0.0355558441558442	28.0	22	0.06737749999999998	0.4423997263531984	Down
Ring1	0.24840000000000004	0.2155952380952381	0.03280476190476195	17.5	23	0.06937349999999998	0.4423997263531984	Down
Pcsk6	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Naaa	0.24840000000000004	0.2155952380952381	0.03280476190476195	17.5	23	0.06937349999999998	0.4423997263531984	Down
Dpp9	0.2176	0.18933786078098472	0.02826213921901527	21.0	34	0.06947349999999997	0.4423997263531984	Down
Tmem91	0.2436	0.20921052631578946	0.03438947368421055	18.5	21	0.06926449999999995	0.4423997263531984	Down
Rttn	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Tnfaip1	0.2176	0.18933786078098472	0.02826213921901527	21.0	34	0.06947349999999997	0.4423997263531984	Down
Tnfrsf11a	0.21	0.18157894736842106	0.02842105263157893	35.0	15	0.06555549999999999	0.4423997263531984	Down
Plekhg5	0.2436	0.20921052631578946	0.03438947368421055	18.5	21	0.06926449999999995	0.4423997263531984	Down
Ruvbl2	0.2176	0.18933786078098472	0.02826213921901527	21.0	34	0.06947349999999997	0.4423997263531984	Down
Thtpa	0.25	0.2149122807017544	0.03508771929824561	35.0	25	0.06401449999999997	0.4423997263531984	Down
Fhad1	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Cetn3	0.2016	0.176	0.02560000000000001	25.5	36	0.0668645	0.4423997263531984	Down
Ccdc85a	0.2496	0.21659722222222222	0.03300277777777777	19.5	24	0.06664550000000002	0.4423997263531984	Down
Ier5l	0.24639999999999998	0.2120634920634921	0.03433650793650789	33.0	28	0.06914949999999997	0.4423997263531984	Up
Arhgef12	0.21000000000000002	0.18173076923076922	0.028269230769230796	24.5	35	0.06740650000000004	0.4423997263531984	Down
Krtcap3	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Id4	0.2356	0.20536502546689306	0.030234974533106945	21.0	31	0.06952049999999999	0.4423997263531984	Down
Stard9	0.2496	0.21659722222222222	0.03300277777777777	19.5	24	0.06664550000000002	0.4423997263531984	Down
Ulk3	0.25	0.21561969439728354	0.03438030560271646	21.0	25	0.06862749999999995	0.4423997263531984	Down
Zgpat	0.21000000000000002	0.18173076923076922	0.028269230769230796	24.5	35	0.06740650000000004	0.4423997263531984	Down
Olfr1309	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Leo1	0.24	0.20833333333333337	0.03166666666666662	18.5	30	0.06827349999999999	0.4423997263531984	Down
Vps37b	0.24840000000000004	0.2155952380952381	0.03280476190476195	42.0	23	0.06937349999999998	0.4423997263531984	Up
Agfg2	0.24	0.20833333333333337	0.03166666666666662	18.5	30	0.06827349999999999	0.4423997263531984	Down
Lhx2	0.1056	0.09159722222222222	0.01400277777777778	19.5	6	0.06859349999999997	0.4423997263531984	Down
Syn3	0.2496	0.21685897435897433	0.032741025641025656	24.5	24	0.06943449999999995	0.4423997263531984	Up
Syne2	0.2016	0.174375	0.027225	19.5	14	0.06710450000000001	0.4423997263531984	Down
Zfp787	0.24840000000000004	0.2155952380952381	0.03280476190476195	17.5	23	0.06937349999999998	0.4423997263531984	Down
Hmgb1-ps3	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Wee1	0.2356	0.20536502546689306	0.030234974533106945	21.0	31	0.06952049999999999	0.4423997263531984	Down
Sypl	0.24	0.20833333333333331	0.031666666666666676	35.0	20	0.06797249999999999	0.4423997263531984	Down
Slc25a45	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Pomgnt1	0.21000000000000002	0.18157894736842106	0.028421052631578958	18.5	35	0.06568249999999998	0.4423997263531984	Down
Gja8	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Hey1	0.25	0.21561969439728354	0.03438030560271646	21.0	25	0.06862749999999995	0.4423997263531984	Down
Ufm1	0.2176	0.18933786078098472	0.02826213921901527	21.0	34	0.06947349999999997	0.4423997263531984	Down
Lrfn1	0.25	0.21561969439728354	0.03438030560271646	21.0	25	0.06862749999999995	0.4423997263531984	Down
Zfp956	0.24840000000000004	0.2155952380952381	0.03280476190476195	17.5	23	0.06937349999999998	0.4423997263531984	Down
Asb18	0.2176	0.1875205254515599	0.030079474548440094	23.5	16	0.06488450000000001	0.4423997263531984	Down
Akr1e1	0.2176	0.18933786078098472	0.02826213921901527	21.0	34	0.06947349999999997	0.4423997263531984	Down
Usf3	0.24840000000000004	0.2155952380952381	0.03280476190476195	17.5	23	0.06937349999999998	0.4423997263531984	Down
Ift81	0.24840000000000004	0.2155952380952381	0.03280476190476195	17.5	23	0.06937349999999998	0.4423997263531984	Down
Aldh2	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Pym1	0.2436	0.20921052631578946	0.03438947368421055	18.5	21	0.06926449999999995	0.4423997263531984	Down
Zfp40	0.2176	0.1876923076923077	0.029907692307692274	24.5	16	0.06670949999999998	0.4423997263531984	Down
Kank2	0.1056	0.09159722222222222	0.01400277777777778	19.5	6	0.06859349999999997	0.4423997263531984	Down
Pygl	0.2176	0.19009523809523807	0.02750476190476192	31.5	16	0.06926949999999998	0.4423997263531984	Down
Vwa1	0.1716	0.14766233766233763	0.02393766233766237	28.0	11	0.06771950000000004	0.4423997263531984	Down
Ankrd49	0.21	0.18157894736842106	0.02842105263157893	35.0	15	0.06555549999999999	0.4423997263531984	Down
Cd200r2	0.2356	0.2039024390243903	0.03169756097560972	37.5	19	0.06415550000000003	0.4423997263531984	Down
Ap5s1	0.25	0.21561969439728354	0.03438030560271646	21.0	25	0.06862749999999995	0.4423997263531984	Down
Fmn2	0.25	0.21561969439728354	0.03438030560271646	21.0	25	0.06862749999999995	0.4423997263531984	Down
Soga1	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Sorbs2	0.1824	0.15679999999999997	0.02560000000000004	25.5	38	0.06536249999999999	0.4423997263531984	Down
Sorbs3	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Fnbp4	0.2356	0.20536502546689306	0.030234974533106945	21.0	31	0.06952049999999999	0.4423997263531984	Down
Apeh	0.2356	0.20536502546689306	0.030234974533106945	21.0	31	0.06952049999999999	0.4423997263531984	Down
Kdm5c	0.24840000000000004	0.2155952380952381	0.03280476190476195	17.5	23	0.06937349999999998	0.4423997263531984	Down
Slit2	0.24640000000000004	0.21035714285714285	0.03604285714285718	17.5	22	0.06435849999999999	0.4423997263531984	Down
Spg21	0.24	0.20833333333333337	0.03166666666666662	18.5	30	0.06827349999999999	0.4423997263531984	Down
Fbxo34	0.2176	0.18933786078098472	0.02826213921901527	21.0	34	0.06947349999999997	0.4423997263531984	Down
Fbxo11	0.21000000000000002	0.18173076923076922	0.028269230769230796	24.5	35	0.06740650000000004	0.4423997263531984	Down
Ddx49	0.2356	0.20536502546689306	0.030234974533106945	21.0	31	0.06952049999999999	0.4423997263531984	Down
Ftl1-ps2	0.25	0.21561969439728354	0.03438030560271646	21.0	25	0.06862749999999995	0.4423997263531984	Up
Fut11	0.21	0.18157894736842106	0.02842105263157893	35.0	15	0.06555549999999999	0.4423997263531984	Down
Ccdc97	0.2356	0.20536502546689306	0.030234974533106945	21.0	31	0.06952049999999999	0.4423997263531984	Down
C9orf72	0.24	0.20833333333333337	0.03166666666666662	18.5	30	0.06827349999999999	0.4423997263531984	Down
Fblim1	0.24	0.20833333333333331	0.031666666666666676	35.0	20	0.06797249999999999	0.4423997263531984	Down
Nr4a1	0.25	0.2149122807017544	0.03508771929824561	18.5	25	0.06401449999999997	0.4423997263531984	Down
Aldh3a2	0.25	0.21561969439728354	0.03438030560271646	21.0	25	0.06862749999999995	0.4423997263531984	Down
Aldh18a1	0.24840000000000004	0.2155952380952381	0.03280476190476195	17.5	23	0.06937349999999998	0.4423997263531984	Down
Nfkb2	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Nit2	0.2436	0.20921052631578946	0.03438947368421055	18.5	21	0.06926449999999995	0.4423997263531984	Down
Rb1	0.2176	0.1875205254515599	0.030079474548440094	23.5	16	0.06488450000000001	0.4423997263531984	Down
Gnb3	0.1716	0.14942307692307694	0.022176923076923066	24.5	11	0.06771950000000004	0.4423997263531984	Down
Ppef2	0.2176	0.1876923076923077	0.029907692307692274	24.5	16	0.06670949999999998	0.4423997263531984	Down
Numb	0.25	0.21561969439728354	0.03438030560271646	21.0	25	0.06862749999999995	0.4423997263531984	Down
Dlg3	0.2016	0.176	0.02560000000000001	25.5	36	0.0668645	0.4423997263531984	Down
Sh3kbp1	0.2496	0.21659722222222222	0.03300277777777777	19.5	24	0.06664550000000002	0.4423997263531984	Down
Zkscan4	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Acot6	0.2176	0.1875205254515599	0.030079474548440094	23.5	16	0.06488450000000001	0.4423997263531984	Down
Ctnna2	0.25	0.21561969439728354	0.03438030560271646	21.0	25	0.06862749999999995	0.4423997263531984	Down
Atg9b	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Ackr1	0.24640000000000004	0.21035714285714285	0.03604285714285718	17.5	22	0.06435849999999999	0.4423997263531984	Down
Olfr887	0.1716	0.14766233766233763	0.02393766233766237	28.0	11	0.06771950000000004	0.4423997263531984	Down
Thap7	0.2436	0.20921052631578946	0.03438947368421055	18.5	21	0.06926449999999995	0.4423997263531984	Down
Acad11	0.24	0.20833333333333337	0.03166666666666662	18.5	30	0.06827349999999999	0.4423997263531984	Down
Grk5	0.1056	0.09159722222222222	0.01400277777777778	19.5	6	0.06859349999999997	0.4423997263531984	Down
Shpk	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Gpx2	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Dmtf1	0.25	0.2149122807017544	0.03508771929824561	18.5	25	0.06401449999999997	0.4423997263531984	Down
Ppm1f	0.24	0.20833333333333331	0.031666666666666676	35.0	20	0.06797249999999999	0.4423997263531984	Down
Abhd3	0.2176	0.18933786078098472	0.02826213921901527	21.0	34	0.06947349999999997	0.4423997263531984	Down
Lzts3	0.24840000000000004	0.2155952380952381	0.03280476190476195	17.5	23	0.06937349999999998	0.4423997263531984	Down
Cbl	0.2176	0.1876923076923077	0.029907692307692274	24.5	16	0.06670949999999998	0.4423997263531984	Down
Csnk2a2	0.25	0.2149122807017544	0.03508771929824561	35.0	25	0.06401449999999997	0.4423997263531984	Down
Grm7	0.1344	0.11522281639928698	0.019177183600713008	30.5	8	0.0660345	0.4423997263531984	Up
Atf3	0.25	0.2149122807017544	0.03508771929824561	18.5	25	0.06401449999999997	0.4423997263531984	Down
Neurod2	0.12040000000000001	0.10438095238095238	0.016019047619047627	31.5	7	0.06748350000000003	0.4423997263531984	Up
Ccdc142	0.1056	0.09159722222222222	0.01400277777777778	19.5	6	0.06859349999999997	0.4423997263531984	Down
Adam21	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Adam11	0.21000000000000002	0.18173076923076922	0.028269230769230796	24.5	35	0.06740650000000004	0.4423997263531984	Down
Prelid3a	0.25	0.21561969439728354	0.03438030560271646	21.0	25	0.06862749999999995	0.4423997263531984	Down
Olfr714	0.1344	0.11522281639928698	0.019177183600713008	30.5	8	0.0660345	0.4423997263531984	Up
Nfatc4	0.2356	0.20474025974025975	0.030859740259740254	28.0	19	0.06415550000000003	0.4423997263531984	Down
Esrra	0.24640000000000004	0.21035714285714285	0.03604285714285718	17.5	22	0.06435849999999999	0.4423997263531984	Down
Gm10250	0.21	0.18157894736842106	0.02842105263157893	18.5	15	0.06555549999999999	0.4423997263531984	Up
Aste1	0.24840000000000004	0.2155952380952381	0.03280476190476195	17.5	23	0.06937349999999998	0.4423997263531984	Down
Oxsr1	0.2496	0.21659722222222222	0.03300277777777777	19.5	24	0.06664550000000002	0.4423997263531984	Down
Abcb4	0.24840000000000004	0.2155952380952381	0.03280476190476195	17.5	23	0.06937349999999998	0.4423997263531984	Down
Rasgrf2	0.21000000000000002	0.18173076923076922	0.028269230769230796	24.5	35	0.06740650000000004	0.4423997263531984	Down
Rpl10-ps3	0.2484	0.2155952380952381	0.03280476190476192	42.0	27	0.06958850000000005	0.4425904653005468	Down
Fam169a	0.2496	0.21685897435897433	0.032741025641025656	24.5	26	0.06991650000000005	0.4429821140446383	Down
Ube2d-ps	0.2496	0.21685897435897433	0.032741025641025656	24.5	26	0.06991650000000005	0.4429821140446383	Down
Sema6b	0.2496	0.21685897435897433	0.032741025641025656	24.5	26	0.06991650000000005	0.4429821140446383	Down
Slc31a1	0.2496	0.21685897435897433	0.032741025641025656	24.5	26	0.06991650000000005	0.4429821140446383	Down
Pou6f1	0.2496	0.21685897435897433	0.032741025641025656	24.5	26	0.06991650000000005	0.4429821140446383	Down
Pepd	0.2496	0.21685897435897433	0.032741025641025656	24.5	26	0.06991650000000005	0.4429821140446383	Down
Sec16a	0.2496	0.21685897435897433	0.032741025641025656	24.5	26	0.06991650000000005	0.4429821140446383	Down
Olfr1090	0.12040000000000001	0.105	0.015400000000000011	28.0	7	0.07001449999999998	0.443120590266449	Down
Ushbp1	0.12040000000000001	0.105	0.015400000000000011	28.0	7	0.07001449999999998	0.443120590266449	Down
Ccdc141	0.24639999999999998	0.21307692307692305	0.03332307692307693	24.5	28	0.07155650000000002	0.44897364070080875	Down
Pycrl	0.24639999999999998	0.21307692307692305	0.03332307692307693	24.5	28	0.07155650000000002	0.44897364070080875	Down
Tmem231	0.2436	0.209375	0.034225000000000005	19.5	21	0.07147150000000002	0.44897364070080875	Down
Aif1	0.2436	0.209375	0.034225000000000005	19.5	29	0.07136549999999997	0.44897364070080875	Up
Parva	0.24639999999999998	0.21307692307692305	0.03332307692307693	24.5	28	0.07155650000000002	0.44897364070080875	Down
Ankrd28	0.24639999999999998	0.21307692307692305	0.03332307692307693	24.5	28	0.07155650000000002	0.44897364070080875	Down
Vps13b	0.24639999999999998	0.21307692307692305	0.03332307692307693	24.5	28	0.07155650000000002	0.44897364070080875	Down
Gm7816	0.2436	0.209375	0.034225000000000005	19.5	29	0.07136549999999997	0.44897364070080875	Up
Slc4a2	0.24639999999999998	0.21307692307692305	0.03332307692307693	24.5	28	0.07155650000000002	0.44897364070080875	Down
Gm47495	0.2436	0.209375	0.034225000000000005	19.5	21	0.07147150000000002	0.44897364070080875	Down
Gm47630	0.24639999999999998	0.21307692307692305	0.03332307692307693	24.5	28	0.07155650000000002	0.44897364070080875	Down
Trim14	0.2436	0.209375	0.034225000000000005	19.5	21	0.07147150000000002	0.44897364070080875	Down
Olfr1175-ps	0.24639999999999998	0.21307692307692305	0.03332307692307693	24.5	28	0.07155650000000002	0.44897364070080875	Down
Epb41l4a	0.2436	0.209375	0.034225000000000005	19.5	21	0.07147150000000002	0.44897364070080875	Down
Hat1	0.24639999999999998	0.21307692307692305	0.03332307692307693	24.5	28	0.07155650000000002	0.44897364070080875	Down
Tmem117	0.2436	0.209375	0.034225000000000005	19.5	21	0.07147150000000002	0.44897364070080875	Down
Gm12248	0.1824	0.15888888888888889	0.02351111111111112	19.5	12	0.0736365	0.4520333457278481	Down
Zfp3	0.1824	0.15888888888888889	0.02351111111111112	19.5	12	0.0736365	0.4520333457278481	Down
Osbpl5	0.2356	0.20555555555555557	0.03004444444444443	19.5	19	0.07330950000000003	0.4520333457278481	Down
Diras2	0.24	0.2085561497326203	0.0314438502673797	30.5	30	0.07240749999999996	0.4520333457278481	Down
Magi2	0.1824	0.15833333333333335	0.024066666666666653	22.5	38	0.07344450000000002	0.4520333457278481	Down
Zfp518b	0.1824	0.15888888888888889	0.02351111111111112	19.5	12	0.0736365	0.4520333457278481	Down
Gm14238	0.12040000000000001	0.10620689655172413	0.014193103448275873	23.5	7	0.07313349999999996	0.4520333457278481	Up
Hist1h2al	0.1824	0.15833333333333333	0.02406666666666668	22.5	12	0.0736365	0.4520333457278481	Up
Nlgn3	0.1824	0.15833333333333335	0.024066666666666653	22.5	38	0.07344450000000002	0.4520333457278481	Down
